"Statistic Label","Year","Employment Size","Activity","UNIT","VALUE"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Gambling and Betting Activities (R92)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Sports Activities and Amusement and Recreation Activities (R93)","Number","36"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Repair of Computers and Personal and Household Goods (S95)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Other Personal Service Activities (S96)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Sale in Non-Specialised Stores (G471)","Number","204"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Sale of Food, Beverages and Tobacco in Specialised Stores (G472)","Number","80"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Sale of Automotive Fuel in Specialised Stores (G473)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Sale of Information and Communication Equipment in Specialised Stores (G474)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Sale of Other Household Equipment in Specialised Stores (G475)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Sale of Cultural and Recreation Goods in Specialised Stores (G476)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Sale of Other Goods in Specialised Stores (G477)","Number","77"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Sale via Stalls and Markets (G478)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Retail Trade not in Stores, Stalls or Markets (G479)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Computer Programming, Consultancy and Related Activities (J620)","Number","71"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Buying and Selling of Own Real Estate (L681)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Renting and Operating of Own or Leased Real Estate (L682)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Real Estate Activities on a Fee or Contract Basis (L683)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Legal Activities (M691)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Accounting, Bookkeeping and Auditing Activities; Tax Consultancy (M692)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Activities of Head Offices (M701)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Management Consultancy Activities (M702)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Architectural and Engineering Activities and Related Technical Consultancy (M711)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Technical Testing and Analysis (M712)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Research and Experimental Development on Natural Sciences and Engineering (M721)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Research and Experimental Development on Social Sciences and Humanities (722)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Advertising (M731)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Market Research and Public Opinion Polling (M732)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Specialised Design Activities (M741)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Photographic Activities (M742)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Translation and Interpretation Activities (M743)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Other Professional, Scientific and Technical Activities n.e.c. (M749)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Veterinary Activities (M750)","Number","40"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Renting and Leasing of Motor Vehicles (N771)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Renting and Leasing of Personal and Household Goods (N772)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Renting and Leasing of Other Machinery, Equipment and Tangible goods (N773)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Leasing of Intellectual Property and Similar Products, except Copyrighted Works (N774)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Activities of Employment Placement Agencies (N781)","Number","45"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Temporary Employment Agency Activities (N782)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Other Human Resources Provision (N783)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Travel Agency and Tour Operator Activities (N791)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Other Reservation Service and Related Activities (N799)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Private Security Activities (N801)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Security Systems Service Activities (N802)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Investigation Activities (N803)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Combined Facilities support Activities (N811)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Cleaning Activities (N812)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Landscape Service Activities (N813)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Office Administrative and Support Activities (N821)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Activities of Call Centres (N822)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Organisation of Conventions and Trade Shows (N823)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Business Support Service Activities n.e.c. (N829)","Number","41"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","ICT Manufacturing (C261 TO C264,C268)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Computer Programming Activities (J6201)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Computer Consultancy Activities (J6202)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Computer Facilities Management Activities (J6203)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Other Information Technology and Computer Service Activities (J6209)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Food Products, Beverages and Tobacco (C10 to C12)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Textiles and Wearing Apparel (C13,C14)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Paper and Paper Products; Printing and Reproduction of Recorded Media (C17,C18)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Basic Metals and Fabricated Metal Products (C24,C25)","Number",""
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Transport Equipment (C29,C30)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Furniture and Other Manufacturing (C31,C32)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","ICT Services (G465,J582,J61,J62,J631,S951)","Number","99"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Business Economy excluding Sector O and Activities of Membership Organisations (B to S-O-S94)","Number","3452"
"Persons Engaged in Birthed Enterprises","2020","10 - 19","Service Economy excluding Sector O and Activities of Membership Organisations (G to S-O-S94)","Number","2926"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Mining and Quarrying (B)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Manufacturing (C)","Number",""
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Electricity, Gas, Steam and Air Conditioning Supply (D)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Water Supply; Sewerage, Waste Management and Remediation Activities (E)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Construction (F)","Number","277"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","WholeSale and Retail Trade; Repair of Motor Vehicles and Motorcycles (G)","Number",""
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Transportation and Storage (H)","Number","114"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Accommodation and Food Service Activities (I)","Number","430"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Information and Communication (J)","Number","460"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Financial and Insurance Activities (K)","Number","82"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Real Estate Activities (L)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Professional, Scientific and Technical Activities (M)","Number","195"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Administrative and Support Service Activities (N)","Number","247"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Education (P)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Human Health and Social Work Activities (Q)","Number","164"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Arts, Entertainment and Recreation (R)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Leather and Related Products (C15)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Wood and Wood Products, except Furniture (C16)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Coke and Refined Petroleum Products (C19)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Manufacture of Chemicals and Chemical Products (C20)","Number",""
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Manufacture of Basic Pharmaceutical Products and Pharmaceutical Preparations (C21)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Manufacture of Rubber and Plastic Products (C22)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Manufacture of Other Non-Metallic Mineral Products (C23)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Manufacture of Computer, Electronic and Optical Products (C26)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Manufacture of Electrical Equipment (C27)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Manufacture of Machinery and Equipment n.e.c. (C28)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Repair and Installation of Machinery and Equipment (C33)","Number","0"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","WholeSale and Retail Trade and Repair of Motor Vehicles and Motorcycles (G45)","Number",""
"Persons Engaged in Birthed Enterprises","2020","20 - 49","WholeSale Trade, except of Motor Vehicles and Motorcycles (G46)","Number","94"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Retail Trade, except of Motor Vehicles and Motorcycles (G47)","Number","410"
"Persons Engaged in Birthed Enterprises","2020","20 - 49","Land Transport and Transport Via Pipelines (H49)","Number",""
